,drug_ID,Pathway,Finall_affected_score
3857,DB01577,hsa05030,-1.0
3861,DB01577,hsa05031,-1.0
3865,DB01577,hsa05034,-1.0
3869,DB11986,hsa01521,-1.0
3870,DB11986,hsa04010,-1.0
3872,DB11986,hsa04014,-1.0
3874,DB11986,hsa04062,-1.0
3875,DB11986,hsa04151,-1.0
3878,DB11986,hsa04210,-1.0
3879,DB11986,hsa04217,-1.0
3880,DB11986,hsa04550,-1.0
3881,DB11986,hsa04630,-1.0
3882,DB11986,hsa04658,-1.0
3883,DB11986,hsa04659,-1.0
3884,DB11986,hsa04722,-1.0
3887,DB11986,hsa04725,-1.0
3888,DB11986,hsa04750,-1.0
3889,DB11986,hsa04917,-1.0
3890,DB11986,hsa04920,-1.0
3891,DB11986,hsa04933,-1.0
3892,DB11986,hsa05034,-1.0
3893,DB11986,hsa05140,-1.0
3894,DB11986,hsa05145,-1.0
3895,DB11986,hsa05152,-1.0
3896,DB11986,hsa05161,-1.0
3897,DB11986,hsa05162,-1.0
3898,DB11986,hsa05164,-1.0
3899,DB11986,hsa05167,-1.0
3900,DB11986,hsa05168,-1.0
3901,DB11986,hsa05200,-1.0
3903,DB11986,hsa05202,-1.0
3904,DB11986,hsa05216,-1.0
3905,DB11986,hsa05230,-1.0
3907,DB01365,hsa04020,1.0
3913,DB01365,hsa04022,1.0
3922,DB01365,hsa04024,1.0
3924,DB01365,hsa04080,1.0
3933,DB01365,hsa04152,1.0
3934,DB01365,hsa04261,1.0
3939,DB01365,hsa04270,1.0
3942,DB01365,hsa04540,1.0
3943,DB01365,hsa04714,1.0
3944,DB01365,hsa04923,1.0
3947,DB01365,hsa04924,1.0
3950,DB01365,hsa04970,1.0
3956,DB01365,hsa05414,1.0
3957,DB06694,hsa04020,1.0
3960,DB06694,hsa04022,1.0
3966,DB06694,hsa04080,1.0
3972,DB06694,hsa04152,1.0
3973,DB06694,hsa04261,1.0
3976,DB06694,hsa04270,1.0
3979,DB06694,hsa04970,1.0
3982,DB00483,hsa00564,-1.0
3983,DB00483,hsa04020,-1.0
3984,DB00483,hsa04024,-1.0
3985,DB00483,hsa04080,-1.0
3987,DB00483,hsa04151,-1.0
3988,DB00483,hsa04725,-1.0
3990,DB00483,hsa04810,-1.0
3991,DB00421,hsa00140,-1.0
3995,DB00421,hsa01100,-1.0
3997,DB00421,hsa04010,-1.0
4012,DB00421,hsa04020,-1.0
4019,DB00421,hsa04022,-1.0
4023,DB00421,hsa04024,-1.0
4027,DB00421,hsa04080,-1.0
4028,DB00421,hsa04114,0.0
4030,DB00421,hsa04218,-1.0
4031,DB00421,hsa04260,-1.0
4043,DB00421,hsa04261,-1.0
4055,DB00421,hsa04270,-1.0
4059,DB00421,hsa04530,-1.0
4060,DB00421,hsa04713,-1.0
4063,DB00421,hsa04720,-1.0
4064,DB00421,hsa04721,-1.0
4065,DB00421,hsa04723,-1.0
4070,DB00421,hsa04724,-1.0
4073,DB00421,hsa04725,-1.0
4078,DB00421,hsa04726,-1.0
4083,DB00421,hsa04727,-1.0
4088,DB00421,hsa04728,-1.0
4091,DB00421,hsa04730,-1.0
4092,DB00421,hsa04742,-1.0
4094,DB00421,hsa04911,-1.0
4098,DB00421,hsa04912,-1.0
4102,DB00421,hsa04913,-1.0
4103,DB00421,hsa04914,1.0
4104,DB00421,hsa04915,1.0
4105,DB00421,hsa04917,-1.0
4106,DB00421,hsa04921,-1.0
4118,DB00421,hsa04924,-1.0
4122,DB00421,hsa04925,-1.0
4128,DB00421,hsa04927,-1.0
4134,DB00421,hsa04930,-1.0
4139,DB00421,hsa04934,-1.0
4145,DB00421,hsa04960,-1.0
4146,DB00421,hsa04973,-1.0
4147,DB00421,hsa05010,-1.0
4151,DB00421,hsa05031,-1.0
4153,DB00421,hsa05032,-1.0
4154,DB00421,hsa05033,-1.0
4155,DB00421,hsa05200,-1.0
4156,DB00421,hsa05215,-1.0
4158,DB00421,hsa05224,1.0
4159,DB00421,hsa05410,-1.0
4171,DB00421,hsa05412,-1.0
4183,DB00421,hsa05414,-1.0
4195,DB01396,hsa04022,-1.0
4196,DB01396,hsa04024,-1.0
4197,DB01396,hsa04260,-1.0
4198,DB01396,hsa04261,-1.0
4199,DB01396,hsa04911,-1.0
4200,DB01396,hsa04918,-1.0
4201,DB01396,hsa04919,-1.0
4202,DB01396,hsa04925,-1.0
4203,DB01396,hsa04960,-1.0
4204,DB01396,hsa04961,-1.0
4205,DB01396,hsa04964,-1.0
4206,DB01396,hsa04970,-1.0
4207,DB01396,hsa04971,-1.0
4208,DB01396,hsa04972,-1.0
4209,DB01396,hsa04973,-1.0
4210,DB01396,hsa04974,-1.0
4211,DB01396,hsa04976,-1.0
4212,DB01396,hsa04978,-1.0
4213,DB00795,hsa00071,-1.0
4214,DB00795,hsa00072,-1.0
4215,DB00795,hsa00280,-1.0
4216,DB00795,hsa00310,-1.0
4217,DB00795,hsa00380,-1.0
4218,DB00795,hsa00564,-1.0
4219,DB00795,hsa00565,-1.0
4220,DB00795,hsa00590,-1.0
4225,DB00795,hsa00591,-1.0
4226,DB00795,hsa00592,-1.0
4227,DB00795,hsa00620,-1.0
4228,DB00795,hsa00630,-1.0
4229,DB00795,hsa00640,-1.0
4230,DB00795,hsa00650,-1.0
4231,DB00795,hsa00900,-1.0
4232,DB00795,hsa01100,-1.0
4238,DB00795,hsa01200,-1.0
4239,DB00795,hsa01212,-1.0
4240,DB00795,hsa01523,-1.0
4242,DB00795,hsa03320,1.0
4243,DB00795,hsa04010,-1.0
4245,DB00795,hsa04014,-1.0
4248,DB00795,hsa04062,-1.0
4250,DB00795,hsa04064,-1.0
4253,DB00795,hsa04068,-1.0
4255,DB00795,hsa04150,-1.0
4257,DB00795,hsa04151,-1.0
4259,DB00795,hsa04152,1.0
4260,DB00795,hsa04210,-1.0
4262,DB00795,hsa04211,1.0
4263,DB00795,hsa04216,-1.0
4264,DB00795,hsa04270,-1.0
4265,DB00795,hsa04370,-1.0
4266,DB00795,hsa04380,-0.3333333333333333
4269,DB00795,hsa04611,-1.0
4271,DB00795,hsa04620,-1.0
4273,DB00795,hsa04621,-1.0
4275,DB00795,hsa04622,-1.0
4277,DB00795,hsa04623,-1.0
4279,DB00795,hsa04625,-1.0
4282,DB00795,hsa04657,-1.0
4285,DB00795,hsa04658,-1.0
4287,DB00795,hsa04659,-1.0
4289,DB00795,hsa04660,-1.0
4291,DB00795,hsa04662,-1.0
4293,DB00795,hsa04664,-1.0
4294,DB00795,hsa04668,-1.0
4297,DB00795,hsa04714,1.0
4298,DB00795,hsa04722,-1.0
4299,DB00795,hsa04723,-1.0
4300,DB00795,hsa04726,-1.0
4303,DB00795,hsa04910,-1.0
4304,DB00795,hsa04913,-1.0
4306,DB00795,hsa04920,-1.0
4308,DB00795,hsa04921,-1.0
4309,DB00795,hsa04923,-1.0
4311,DB00795,hsa04930,-1.0
4312,DB00795,hsa04931,-1.0
4313,DB00795,hsa04932,-1.0
4314,DB00795,hsa04972,-1.0
4315,DB00795,hsa04975,-1.0
4316,DB00795,hsa05016,1.0
4317,DB00795,hsa05120,-1.0
4319,DB00795,hsa05131,-1.0
4321,DB00795,hsa05140,-1.0
4322,DB00795,hsa05142,-1.0
4324,DB00795,hsa05145,-1.0
4327,DB00795,hsa05160,-1.0
4329,DB00795,hsa05161,-1.0
4331,DB00795,hsa05162,-1.0
4332,DB00795,hsa05163,-1.0
4335,DB00795,hsa05164,-1.0
4336,DB00795,hsa05165,-1.0
4339,DB00795,hsa05166,-1.0
4341,DB00795,hsa05167,-1.0
4344,DB00795,hsa05168,-1.0
4346,DB00795,hsa05169,-1.0
4348,DB00795,hsa05170,-1.0
4350,DB00795,hsa05200,-0.5
4354,DB00795,hsa05202,1.0
4355,DB00795,hsa05204,-1.0
4356,DB00795,hsa05206,-1.0
4358,DB00795,hsa05212,-1.0
4360,DB00795,hsa05215,-1.0
4362,DB00795,hsa05216,1.0
4363,DB00795,hsa05220,-1.0
4365,DB00795,hsa05221,-1.0
4367,DB00795,hsa05222,-1.0
4370,DB00795,hsa05418,-1.0
4372,DB13961,hsa00561,1.0
4373,DB13961,hsa00590,-1.0
4374,DB13961,hsa01100,0.0
4376,DB13961,hsa01523,1.0
4377,DB13961,hsa03320,1.0
4379,DB13961,hsa04010,-0.5555555555555556
4388,DB13961,hsa04014,1.0
4389,DB13961,hsa04020,-1.0
4393,DB13961,hsa04022,-1.0
4397,DB13961,hsa04024,-0.3333333333333333
4403,DB13961,hsa04062,1.0
4404,DB13961,hsa04064,0.3333333333333333
4407,DB13961,hsa04066,1.0
4408,DB13961,hsa04071,1.0
4409,DB13961,hsa04151,1.0
4410,DB13961,hsa04152,1.0
4411,DB13961,hsa04210,1.0
4412,DB13961,hsa04211,1.0
4413,DB13961,hsa04218,0.0
4415,DB13961,hsa04260,-1.0
4422,DB13961,hsa04261,-1.0
4432,DB13961,hsa04270,-1.0
4436,DB13961,hsa04310,1.0
4437,DB13961,hsa04370,-1.0
4438,DB13961,hsa04380,1.0
4440,DB13961,hsa04530,-1.0
4441,DB13961,hsa04620,1.0
4442,DB13961,hsa04621,1.0
4443,DB13961,hsa04622,1.0
4444,DB13961,hsa04623,1.0
4445,DB13961,hsa04625,0.3333333333333333
4448,DB13961,hsa04657,0.0
4450,DB13961,hsa04658,1.0
4451,DB13961,hsa04659,1.0
4452,DB13961,hsa04660,1.0
4453,DB13961,hsa04662,1.0
4454,DB13961,hsa04668,0.0
4456,DB13961,hsa04713,-1.0
4458,DB13961,hsa04720,-1.0
4459,DB13961,hsa04722,1.0
4460,DB13961,hsa04723,-1.0
4465,DB13961,hsa04724,-1.0
4467,DB13961,hsa04725,-1.0
4471,DB13961,hsa04726,-1.0
4476,DB13961,hsa04727,-1.0
4480,DB13961,hsa04728,-1.0
4483,DB13961,hsa04742,-1.0
4487,DB13961,hsa04910,1.0
4488,DB13961,hsa04911,-1.0
4492,DB13961,hsa04912,-1.0
4496,DB13961,hsa04913,-1.0
4497,DB13961,hsa04917,1.0
4498,DB13961,hsa04920,1.0
4500,DB13961,hsa04921,-1.0
4508,DB13961,hsa04922,1.0
4509,DB13961,hsa04923,-1.0
4510,DB13961,hsa04924,-1.0
4514,DB13961,hsa04925,-1.0
4518,DB13961,hsa04926,1.0
4519,DB13961,hsa04927,-1.0
4523,DB13961,hsa04930,-1.0
4525,DB13961,hsa04931,1.0
4528,DB13961,hsa04932,1.0
4531,DB13961,hsa04933,1.0
4532,DB13961,hsa04934,-1.0
4536,DB13961,hsa04973,-1.0
4537,DB13961,hsa04975,1.0
4538,DB13961,hsa05010,-1.0
4542,DB13961,hsa05030,1.0
4543,DB13961,hsa05031,-1.0
4545,DB13961,hsa05120,1.0
4546,DB13961,hsa05131,1.0
4547,DB13961,hsa05132,1.0
4548,DB13961,hsa05133,1.0
4549,DB13961,hsa05134,1.0
4551,DB13961,hsa05140,0.0
4553,DB13961,hsa05142,1.0
4554,DB13961,hsa05145,1.0
4555,DB13961,hsa05146,1.0
4556,DB13961,hsa05152,1.0
4557,DB13961,hsa05160,1.0
4559,DB13961,hsa05161,1.0
4560,DB13961,hsa05162,1.0
4561,DB13961,hsa05163,0.0
4563,DB13961,hsa05164,1.0
4564,DB13961,hsa05165,0.0
4566,DB13961,hsa05166,1.0
4568,DB13961,hsa05167,0.0
4570,DB13961,hsa05168,1.0
4571,DB13961,hsa05169,1.0
4573,DB13961,hsa05170,1.0
4574,DB13961,hsa05200,0.5
4578,DB13961,hsa05202,1.0
4579,DB13961,hsa05203,1.0
4581,DB13961,hsa05204,-1.0
4582,DB13961,hsa05206,0.0
4584,DB13961,hsa05212,1.0
4585,DB13961,hsa05215,1.0
4586,DB13961,hsa05220,1.0
4587,DB13961,hsa05221,1.0
4589,DB13961,hsa05222,0.0
4591,DB13961,hsa05224,1.0
4592,DB13961,hsa05321,1.0
4593,DB13961,hsa05410,-1.0
4600,DB13961,hsa05412,-1.0
4607,DB13961,hsa05414,-1.0
4614,DB13961,hsa05418,1.0
4615,DB00246,hsa04014,-1.0
4616,DB00246,hsa04015,-1.0
4617,DB00246,hsa04020,-1.0
4630,DB00246,hsa04022,-1.0
4635,DB00246,hsa04024,-0.8
4645,DB00246,hsa04080,-0.9166666666666666
4669,DB00246,hsa04151,-1.0
4671,DB00246,hsa04152,-1.0
4672,DB00246,hsa04261,-1.0
4674,DB00246,hsa04270,-1.0
4676,DB00246,hsa04540,-1.0
4680,DB00246,hsa04725,-1.0
4685,DB00246,hsa04726,-0.7777777777777778
4694,DB00246,hsa04728,-1.0
4699,DB00246,hsa04742,-0.6666666666666666
4705,DB00246,hsa04750,-1.0
4708,DB00246,hsa04810,-1.0
4713,DB00246,hsa04911,-1.0
4714,DB00246,hsa04970,-1.0
4717,DB00246,hsa04971,-1.0
4718,DB00246,hsa04972,-1.0
4719,DB00246,hsa05012,-1.0
4721,DB00246,hsa05030,-1.0
4723,DB00246,hsa05031,-1.0
4724,DB00246,hsa05032,-1.0
4725,DB00246,hsa05034,-1.0
4727,DB01136,hsa04020,-1.0
4732,DB01136,hsa04022,-1.0
4740,DB01136,hsa04024,-1.0
4742,DB01136,hsa04064,-1.0
4743,DB01136,hsa04066,1.0
4744,DB01136,hsa04080,-1.0
4752,DB01136,hsa04137,1.0
4753,DB01136,hsa04140,1.0
4754,DB01136,hsa04152,-1.0
4755,DB01136,hsa04261,-1.0
4760,DB01136,hsa04270,-1.0
4763,DB01136,hsa04514,-1.0
4764,DB01136,hsa04540,-1.0
4765,DB01136,hsa04659,1.0
4766,DB01136,hsa04668,-1.0
4767,DB01136,hsa04670,-1.0
4768,DB01136,hsa04725,-1.0
4769,DB01136,hsa04919,1.0
4770,DB01136,hsa04921,-1.0
4771,DB01136,hsa04923,-1.0
4773,DB01136,hsa04924,-1.0
4776,DB01136,hsa04933,-1.0
4777,DB01136,hsa04970,-1.0
4782,DB01136,hsa04971,-1.0
4783,DB01136,hsa05143,-1.0
4784,DB01136,hsa05144,-1.0
4785,DB01136,hsa05167,1.0
4786,DB01136,hsa05200,1.0
4787,DB01136,hsa05205,1.0
4788,DB01136,hsa05211,1.0
4789,DB01136,hsa05230,1.0
4790,DB01136,hsa05231,1.0
4791,DB01136,hsa05414,-1.0
4792,DB01136,hsa05418,-1.0
4793,DB04855,hsa04010,-1.0
4800,DB04855,hsa04020,-1.0
4809,DB04855,hsa04022,-1.0
4821,DB04855,hsa04024,-1.0
4826,DB04855,hsa04080,-1.0
4834,DB04855,hsa04152,-1.0
4835,DB04855,hsa04218,-1.0
4836,DB04855,hsa04260,-1.0
4844,DB04855,hsa04261,-1.0
4858,DB04855,hsa04270,-1.0
4865,DB04855,hsa04371,-1.0
4866,DB04855,hsa04530,-1.0
4867,DB04855,hsa04540,-1.0
4868,DB04855,hsa04713,-1.0
4871,DB04855,hsa04720,-1.0
4872,DB04855,hsa04723,-1.0
4877,DB04855,hsa04724,-1.0
4880,DB04855,hsa04725,-1.0
4887,DB04855,hsa04726,-1.0
4892,DB04855,hsa04727,-1.0
4896,DB04855,hsa04728,-1.0
4899,DB04855,hsa04740,-1.0
4900,DB04855,hsa04742,-1.0
4901,DB04855,hsa04911,-1.0
4905,DB04855,hsa04912,-1.0
4909,DB04855,hsa04915,-1.0
4910,DB04855,hsa04919,-1.0
4911,DB04855,hsa04921,-1.0
4920,DB04855,hsa04923,-1.0
4921,DB04855,hsa04924,-1.0
4927,DB04855,hsa04925,-1.0
4931,DB04855,hsa04927,-1.0
4936,DB04855,hsa04930,-1.0
4938,DB04855,hsa04934,-1.0
4943,DB04855,hsa04961,-1.0
4944,DB04855,hsa04970,-1.0
4948,DB04855,hsa04971,-1.0
4951,DB04855,hsa04972,-1.0
4952,DB04855,hsa04973,-1.0
4953,DB04855,hsa04974,-1.0
4955,DB04855,hsa04978,-1.0
4956,DB04855,hsa05010,-1.0
4960,DB04855,hsa05031,-1.0
4962,DB04855,hsa05032,-1.0
4963,DB04855,hsa05110,-1.0
4964,DB04855,hsa05410,-1.0
4972,DB04855,hsa05412,-1.0
4980,DB04855,hsa05414,-1.0
4989,DB11994,hsa00140,-1.0
4994,DB11994,hsa00232,-1.0
4995,DB11994,hsa00380,-1.0
4996,DB11994,hsa00590,-1.0
4999,DB11994,hsa00591,-1.0
5003,DB11994,hsa00830,-1.0
5008,DB11994,hsa00980,-1.0
5014,DB11994,hsa00982,-1.0
5020,DB11994,hsa00983,-1.0
5022,DB11994,hsa01100,-1.0
5029,DB11994,hsa01522,-1.0
5030,DB11994,hsa03320,-1.0
5031,DB11994,hsa04664,-1.0
5032,DB11994,hsa04726,-1.0
5035,DB11994,hsa04913,-1.0
5036,DB11994,hsa04931,-1.0
5038,DB11994,hsa04932,-1.0
5040,DB11994,hsa04976,-1.0
5041,DB11994,hsa05145,-1.0
5042,DB11994,hsa05160,-1.0
5043,DB11994,hsa05204,-1.0
5049,DB09167,hsa04020,-1.0
5058,DB09167,hsa04022,-1.0
5064,DB09167,hsa04024,-1.0
5067,DB09167,hsa04080,-1.0
5081,DB09167,hsa04151,-1.0
5083,DB09167,hsa04152,-1.0
5084,DB09167,hsa04261,-1.0
5087,DB09167,hsa04270,-1.0
5090,DB09167,hsa04540,-1.0
5091,DB09167,hsa04721,-1.0
5093,DB09167,hsa04725,-1.0
5098,DB09167,hsa04726,-1.0
5101,DB09167,hsa04742,-1.0
5103,DB09167,hsa04750,-1.0
5105,DB09167,hsa04810,-1.0
5110,DB09167,hsa04911,-1.0
5111,DB09167,hsa04970,-1.0
5115,DB09167,hsa04971,-1.0
5116,DB09167,hsa04972,-1.0
5117,DB00312,hsa04014,-1.0
5120,DB00312,hsa04015,-1.0
5123,DB00312,hsa04020,-1.0
5128,DB00312,hsa04024,-1.0
5135,DB00312,hsa04080,-0.25
5151,DB00312,hsa04713,-1.0
5157,DB00312,hsa04720,-1.0
5163,DB00312,hsa04723,0.7142857142857143
5170,DB00312,hsa04724,-1.0
5178,DB00312,hsa04725,-1.0
5180,DB00312,hsa04726,1.0
5182,DB00312,hsa04727,1.0
5188,DB00312,hsa04728,-1.0
5191,DB00312,hsa04730,-1.0
5192,DB00312,hsa04742,1.0
5194,DB00312,hsa05010,-1.0
5199,DB00312,hsa05014,-1.0
5205,DB00312,hsa05016,-1.0
5207,DB00312,hsa05030,-1.0
5214,DB00312,hsa05031,-1.0
5221,DB00312,hsa05032,1.0
5227,DB00312,hsa05033,-0.2
5242,DB00312,hsa05034,-1.0
5248,DB00312,hsa05204,-1.0
5249,DB00312,hsa05322,-1.0
5251,DB01589,hsa04080,1.0
5257,DB01589,hsa04723,1.0
5263,DB01589,hsa04726,1.0
5265,DB01589,hsa04727,1.0
5271,DB01589,hsa04742,1.0
5273,DB01589,hsa05032,1.0
5279,DB01589,hsa05033,1.0
5285,DB11587,hsa04020,1.0
5286,DB11587,hsa04022,1.0
5287,DB11587,hsa04024,1.0
5288,DB11587,hsa04080,1.0
5289,DB11587,hsa04261,1.0
5290,DB11587,hsa04923,1.0
5291,DB11587,hsa04924,1.0
5292,DB11587,hsa04970,1.0
5293,DB00543,hsa04014,-1.0
5294,DB00543,hsa04015,-1.0
5295,DB00543,hsa04020,-1.0
5309,DB00543,hsa04022,-1.0
5315,DB00543,hsa04024,-1.0
5322,DB00543,hsa04080,-1.0
5345,DB00543,hsa04151,-1.0
5347,DB00543,hsa04152,-1.0
5348,DB00543,hsa04261,-1.0
5351,DB00543,hsa04270,-1.0
5354,DB00543,hsa04540,-1.0
5359,DB00543,hsa04721,-1.0
5361,DB00543,hsa04725,-1.0
5366,DB00543,hsa04726,-1.0
5375,DB00543,hsa04728,-1.0
5379,DB00543,hsa04742,-1.0
5383,DB00543,hsa04750,-1.0
5387,DB00543,hsa04810,-1.0
5392,DB00543,hsa04911,-1.0
5393,DB00543,hsa04970,-1.0
5397,DB00543,hsa04971,-1.0
5398,DB00543,hsa04972,-1.0
5399,DB00543,hsa05012,-1.0
5401,DB00543,hsa05030,-1.0
5403,DB00543,hsa05031,-1.0
5404,DB00543,hsa05032,-1.0
5405,DB00543,hsa05034,-1.0
5407,DB00656,hsa04020,-0.5
5411,DB00656,hsa04022,-1.0
5413,DB00656,hsa04024,-1.0
5414,DB00656,hsa04080,-0.6666666666666666
5420,DB00656,hsa04152,-1.0
5421,DB00656,hsa04261,-1.0
5422,DB00656,hsa04270,-1.0
5423,DB00656,hsa04540,0.0
5425,DB00656,hsa04721,-1.0
5426,DB00656,hsa04726,-0.5
5430,DB00656,hsa04742,-1.0
5431,DB00656,hsa04750,-0.3333333333333333
5434,DB00656,hsa04970,-1.0
5435,DB00041,hsa04060,1.0
5438,DB00041,hsa04144,1.0
5441,DB00041,hsa04151,1.0
5444,DB00041,hsa04630,1.0
5447,DB00041,hsa04640,1.0
5448,DB00041,hsa04658,1.0
5451,DB00041,hsa04659,1.0
5454,DB00041,hsa05162,1.0
5457,DB00041,hsa05166,1.0
5460,DB00041,hsa05200,1.0
5463,DB00041,hsa05202,1.0
5464,DB00041,hsa05321,1.0
5465,DB00041,hsa05340,1.0
5466,DB00599,hsa04020,-1.0
5467,DB00599,hsa04024,-1.0
5468,DB00599,hsa04080,-0.3333333333333333
5474,DB00599,hsa04713,-1.0
5475,DB00599,hsa04720,-1.0
5476,DB00599,hsa04723,0.3333333333333333
5479,DB00599,hsa04724,-1.0
5481,DB00599,hsa04725,-1.0
5483,DB00599,hsa04727,1.0
5485,DB00599,hsa04728,-1.0
5486,DB00599,hsa04730,-1.0
5487,DB00599,hsa04742,1.0
5489,DB00599,hsa05014,-1.0
5490,DB00599,hsa05030,-1.0
5491,DB00599,hsa05031,-1.0
5492,DB00599,hsa05032,1.0
5494,DB00599,hsa05033,-0.2
5499,DB00599,hsa05204,-1.0
5500,DB00028,hsa04145,-1.0
5506,DB00028,hsa04380,-1.0
5512,DB00028,hsa04611,-1.0
5513,DB00028,hsa04640,-1.0
5514,DB00028,hsa04650,-1.0
5516,DB00028,hsa04662,-1.0
5517,DB00028,hsa04666,-1.0
5521,DB00028,hsa05140,-1.0
5526,DB00028,hsa05150,-1.0
5532,DB00028,hsa05152,-1.0
5538,DB00028,hsa05162,-1.0
5539,DB00028,hsa05202,-1.0
5540,DB00028,hsa05221,-1.0
5541,DB00028,hsa05322,-1.0
5545,DB06216,hsa04014,-1.0
5546,DB06216,hsa04015,-1.0
5547,DB06216,hsa04020,-1.0
5559,DB06216,hsa04022,-1.0
5565,DB06216,hsa04024,-1.0
5572,DB06216,hsa04080,-1.0
5592,DB06216,hsa04152,-1.0
5593,DB06216,hsa04261,-1.0
5596,DB06216,hsa04270,-1.0
5597,DB06216,hsa04540,-1.0
5603,DB06216,hsa04726,-1.0
5611,DB06216,hsa04728,-1.0
5615,DB06216,hsa04742,-1.0
5617,DB06216,hsa04750,-1.0
5621,DB06216,hsa04923,-1.0
5623,DB06216,hsa04924,-1.0
5625,DB06216,hsa04970,-1.0
5628,DB06216,hsa04971,-1.0
5629,DB06216,hsa05012,-1.0
5631,DB06216,hsa05030,-1.0
5633,DB06216,hsa05031,-1.0
5634,DB06216,hsa05032,-1.0
5635,DB06216,hsa05034,-1.0
5637,DB06216,hsa05414,-1.0
5638,DB00424,hsa04020,-1.0
5641,DB00424,hsa04024,-1.0
5643,DB00424,hsa04080,-1.0
5647,DB00424,hsa04151,-1.0
5649,DB00424,hsa04725,-1.0
5653,DB00424,hsa04742,-1.0
5654,DB00424,hsa04810,-1.0
5658,DB00424,hsa04911,-1.0
5659,DB00424,hsa04970,-1.0
5660,DB00424,hsa04971,-1.0
5661,DB00424,hsa04972,-1.0
5662,DB00540,hsa04015,-1.0
5663,DB00540,hsa04020,-1.0
5676,DB00540,hsa04022,-1.0
5685,DB00540,hsa04024,-1.0
5691,DB00540,hsa04080,-1.0
5710,DB00540,hsa04151,-1.0
5712,DB00540,hsa04152,-1.0
5713,DB00540,hsa04261,-1.0
5718,DB00540,hsa04270,-1.0
5721,DB00540,hsa04540,-1.0
5725,DB00540,hsa04714,-1.0
5726,DB00540,hsa04721,-1.0
5728,DB00540,hsa04725,-1.0
5733,DB00540,hsa04726,-1.0
5737,DB00540,hsa04728,-1.0
5738,DB00540,hsa04742,-1.0
5740,DB00540,hsa04750,-1.0
5743,DB00540,hsa04810,-1.0
5748,DB00540,hsa04911,-1.0
5749,DB00540,hsa04923,-1.0
5752,DB00540,hsa04924,-1.0
5755,DB00540,hsa04970,-1.0
5762,DB00540,hsa04971,-1.0
5763,DB00540,hsa04972,-1.0
5764,DB00540,hsa05012,-1.0
5765,DB00540,hsa05030,-1.0
5766,DB00540,hsa05034,-1.0
5767,DB00540,hsa05414,-1.0
5768,DB06702,hsa04020,-1.0
5772,DB06702,hsa04024,-1.0
5774,DB06702,hsa04080,-1.0
5779,DB06702,hsa04151,-1.0
5781,DB06702,hsa04725,-1.0
5786,DB06702,hsa04742,-1.0
5787,DB06702,hsa04810,-1.0
5792,DB06702,hsa04911,-1.0
5793,DB06702,hsa04970,-1.0
5794,DB06702,hsa04971,-1.0
5795,DB06702,hsa04972,-1.0
5796,DB01404,hsa00590,-1.0
5797,DB01404,hsa01100,-1.0
5798,DB01404,hsa01521,-1.0
5799,DB01404,hsa01523,-1.0
5800,DB01404,hsa04060,-1.0
5801,DB01404,hsa04064,-1.0
5802,DB01404,hsa04066,-1.0
5803,DB01404,hsa04068,-1.0
5804,DB01404,hsa04151,-1.0
5805,DB01404,hsa04218,-1.0
5806,DB01404,hsa04370,-1.0
5807,DB01404,hsa04620,-1.0
5808,DB01404,hsa04621,-1.0
5809,DB01404,hsa04623,-1.0
5810,DB01404,hsa04625,-1.0
5812,DB01404,hsa04630,-1.0
5813,DB01404,hsa04640,-1.0
5814,DB01404,hsa04657,-1.0
5816,DB01404,hsa04659,0.0
5818,DB01404,hsa04668,-1.0
5820,DB01404,hsa04672,-1.0
5821,DB01404,hsa04723,-1.0
5822,DB01404,hsa04726,-1.0
5823,DB01404,hsa04913,-1.0
5824,DB01404,hsa04921,-1.0
5825,DB01404,hsa04923,-1.0
5826,DB01404,hsa04931,-1.0
5827,DB01404,hsa04932,-1.0
5828,DB01404,hsa04933,-1.0
5829,DB01404,hsa04934,1.0
5830,DB01404,hsa05020,-1.0
5831,DB01404,hsa05132,-1.0
5832,DB01404,hsa05133,-1.0
5833,DB01404,hsa05134,-1.0
5834,DB01404,hsa05140,-1.0
5835,DB01404,hsa05142,-1.0
5836,DB01404,hsa05143,-1.0
5837,DB01404,hsa05144,-1.0
5838,DB01404,hsa05146,-1.0
5839,DB01404,hsa05152,-1.0
5840,DB01404,hsa05161,-1.0
5841,DB01404,hsa05162,-1.0
5842,DB01404,hsa05163,-1.0
5844,DB01404,hsa05164,-1.0
5845,DB01404,hsa05165,-1.0
5846,DB01404,hsa05166,-1.0
5847,DB01404,hsa05167,-1.0
5849,DB01404,hsa05168,-1.0
5850,DB01404,hsa05169,-1.0
5851,DB01404,hsa05200,-1.0
5853,DB01404,hsa05202,-1.0
5854,DB01404,hsa05204,-1.0
5855,DB01404,hsa05206,-1.0
5856,DB01404,hsa05222,-1.0
5857,DB01404,hsa05321,-1.0
5858,DB01404,hsa05323,-1.0
5859,DB01404,hsa05332,-1.0
5860,DB01404,hsa05410,-1.0
5861,DB06616,hsa01521,-1.0
5864,DB06616,hsa01522,-1.0
5867,DB06616,hsa04010,-1.0
5870,DB06616,hsa04012,-1.0
5875,DB06616,hsa04014,-1.0
5878,DB06616,hsa04015,-1.0
5881,DB06616,hsa04020,-1.0
5882,DB06616,hsa04022,-1.0
5884,DB06616,hsa04024,-1.0
5887,DB06616,hsa04062,-1.0
5890,DB06616,hsa04066,-1.0
5893,DB06616,hsa04068,-1.0
5896,DB06616,hsa04071,-1.0
